iterations, time, cart::mass[REAL], cart::mass_pendulum[REAL], cart::length_pendulum[REAL], cart::initial_velocity[REAL], cart::initial_position[REAL], cart::velocity[REAL], cart::position[REAL], cart::acceleration[REAL], cart::force_pendulum[REAL], cart::force[REAL], pendulum::angular_velocity[REAL], pendulum::mass[REAL], pendulum::acceleration[REAL], pendulum::length[REAL], pendulum::initial_angle[REAL], pendulum::angle[REAL], pendulum::initial_angular_velocity[REAL], pendulum::force[REAL], pendulum::cart_acceleration[REAL], regulator::angular_velocity[REAL], regulator::k1[REAL], regulator::angle[REAL], regulator::k2[REAL], regulator::k3[REAL], regulator::velocity[REAL], regulator::position[REAL], regulator::k4[REAL], regulator::force[REAL]
656, 6.56, 1.000000, 0.100000, 1.000000, 0.000000, 0.000000, 0.003441, 0.000034, 0.344073, -0.000460, 0.377579, -0.012808, 0.100000, 0.004610, 1.000000, 0.349066, 0.035527, 0.000000, -0.000460, 0.344073, -0.012808, -15.000000, 0.035527, -15.000000, -30.000000, 0.003441, 0.000034, -10.000000, 0.377579
657, 6.57, 1.000000, 0.100000, 1.000000, 0.000000, 0.000000, 0.003428, 0.000034, 0.342836, -0.000459, 0.376222, -0.012763, 0.100000, 0.004594, 1.000000, 0.349066, 0.035400, 0.000000, -0.000459, 0.342836, -0.012763, -15.000000, 0.035400, -15.000000, -30.000000, 0.003428, 0.000034, -10.000000, 0.376222
658, 6.58, 1.000000, 0.100000, 1.000000, 0.000000, 0.000000, 0.003416, 0.000034, 0.341603, -0.000457, 0.374869, -0.012717, 0.100000, 0.004577, 1.000000, 0.349066, 0.035273, 0.000000, -0.000457, 0.341603, -0.012717, -15.000000, 0.035273, -15.000000, -30.000000, 0.003416, 0.000034, -10.000000, 0.374869
659, 6.59, 1.000000, 0.100000, 1.000000, 0.000000, 0.000000, 0.003404, 0.000034, 0.340375, -0.000455, 0.373521, -0.012671, 0.100000, 0.004561, 1.000000, 0.349066, 0.035146, 0.000000, -0.000455, 0.340375, -0.012671, -15.000000, 0.035146, -15.000000, -30.000000, 0.003404, 0.000034, -10.000000, 0.373521
660, 6.6, 1.000000, 0.100000, 1.000000, 0.000000, 0.000000, 0.003392, 0.000034, 0.339151, -0.000454, 0.372178, -0.012626, 0.100000, 0.004545, 1.000000, 0.349066, 0.035020, 0.000000, -0.000454, 0.339151, -0.012626, -15.000000, 0.035020, -15.000000, -30.000000, 0.003392, 0.000034, -10.000000, 0.372178
661, 6.61, 1.000000, 0.100000, 1.000000, 0.000000, 0.000000, 0.003379, 0.000034, 0.337931, -0.000452, 0.370840, -0.012580, 0.100000, 0.004529, 1.000000, 0.349066, 0.034894, 0.000000, -0.000452, 0.337931, -0.012580, -15.000000, 0.034894, -15.000000, -30.000000, 0.003379, 0.000034, -10.000000, 0.370840
662, 6.62, 1.000000, 0.100000, 1.000000, 0.000000, 0.000000, 0.003367, 0.000034, 0.336716, -0.000450, 0.369507, -0.012535, 0.100000, 0.004512, 1.000000, 0.349066, 0.034768, 0.000000, -0.000450, 0.336716, -0.012535, -15.000000, 0.034768, -15.000000, -30.000000, 0.003367, 0.000034, -10.000000, 0.369507
663, 6.63, 1.000000, 0.100000, 1.000000, 0.000000, 0.000000, 0.003355, 0.000034, 0.335506, -0.000449, 0.368178, -0.012490, 0.100000, 0.004496, 1.000000, 0.349066, 0.034643, 0.000000, -0.000449, 0.335506, -0.012490, -15.000000, 0.034643, -15.000000, -30.000000, 0.003355, 0.000034, -10.000000, 0.368178
664, 6.64, 1.000000, 0.100000, 1.000000, 0.000000, 0.000000, 0.003343, 0.000033, 0.334299, -0.000447, 0.366854, -0.012446, 0.100000, 0.004480, 1.000000, 0.349066, 0.034519, 0.000000, -0.000447, 0.334299, -0.012446, -15.000000, 0.034519, -15.000000, -30.000000, 0.003343, 0.000033, -10.000000, 0.366854
665, 6.65, 1.000000, 0.100000, 1.000000, 0.000000, 0.000000, 0.003331, 0.000033, 0.333097, -0.000446, 0.365535, -0.012401, 0.100000, 0.004464, 1.000000, 0.349066, 0.034395, 0.000000, -0.000446, 0.333097, -0.012401, -15.000000, 0.034395, -15.000000, -30.000000, 0.003331, 0.000033, -10.000000, 0.365535
666, 6.66, 1.000000, 0.100000, 1.000000, 0.000000, 0.000000, 0.003319, 0.000033, 0.331900, -0.000444, 0.364221, -0.012356, 0.100000, 0.004448, 1.000000, 0.349066, 0.034271, 0.000000, -0.000444, 0.331900, -0.012356, -15.000000, 0.034271, -15.000000, -30.000000, 0.003319, 0.000033, -10.000000, 0.364221
667, 6.67, 1.000000, 0.100000, 1.000000, 0.000000, 0.000000, 0.003307, 0.000033, 0.330706, -0.000442, 0.362911, -0.012312, 0.100000, 0.004432, 1.000000, 0.349066, 0.034148, 0.000000, -0.000442, 0.330706, -0.012312, -15.000000, 0.034148, -15.000000, -30.000000, 0.003307, 0.000033, -10.000000, 0.362911
668, 6.68, 1.000000, 0.100000, 1.000000, 0.000000, 0.000000, 0.003295, 0.000033, 0.329517, -0.000441, 0.361606, -0.012268, 0.100000, 0.004417, 1.000000, 0.349066, 0.034026, 0.000000, -0.000441, 0.329517, -0.012268, -15.000000, 0.034026, -15.000000, -30.000000, 0.003295, 0.000033, -10.000000, 0.361606
669, 6.69, 1.000000, 0.100000, 1.000000, 0.000000, 0.000000, 0.003283, 0.000033, 0.328332, -0.000439, 0.360306, -0.012224, 0.100000, 0.004401, 1.000000, 0.349066, 0.033903, 0.000000, -0.000439, 0.328332, -0.012224, -15.000000, 0.033903, -15.000000, -30.000000, 0.003283, 0.000033, -10.000000, 0.360306
670, 6.7, 1.000000, 0.100000, 1.000000, 0.000000, 0.000000, 0.003272, 0.000033, 0.327152, -0.000438, 0.359011, -0.012180, 0.100000, 0.004385, 1.000000, 0.349066, 0.033782, 0.000000, -0.000438, 0.327152, -0.012180, -15.000000, 0.033782, -15.000000, -30.000000, 0.003272, 0.000033, -10.000000, 0.359011
671, 6.71, 1.000000, 0.100000, 1.000000, 0.000000, 0.000000, 0.003260, 0.000033, 0.325975, -0.000436, 0.357720, -0.012136, 0.100000, 0.004369, 1.000000, 0.349066, 0.033660, 0.000000, -0.000436, 0.325975, -0.012136, -15.000000, 0.033660, -15.000000, -30.000000, 0.003260, 0.000033, -10.000000, 0.357720
672, 6.72, 1.000000, 0.100000, 1.000000, 0.000000, 0.000000, 0.003248, 0.000032, 0.324803, -0.000435, 0.356434, -0.012093, 0.100000, 0.004354, 1.000000, 0.349066, 0.033539, 0.000000, -0.000435, 0.324803, -0.012093, -15.000000, 0.033539, -15.000000, -30.000000, 0.003248, 0.000032, -10.000000, 0.356434
673, 6.73, 1.000000, 0.100000, 1.000000, 0.000000, 0.000000, 0.003236, 0.000032, 0.323636, -0.000433, 0.355152, -0.012049, 0.100000, 0.004338, 1.000000, 0.349066, 0.033419, 0.000000, -0.000433, 0.323636, -0.012049, -15.000000, 0.033419, -15.000000, -30.000000, 0.003236, 0.000032, -10.000000, 0.355152
674, 6.74, 1.000000, 0.100000, 1.000000, 0.000000, 0.000000, 0.003225, 0.000032, 0.322472, -0.000432, 0.353875, -0.012006, 0.100000, 0.004323, 1.000000, 0.349066, 0.033299, 0.000000, -0.000432, 0.322472, -0.012006, -15.000000, 0.033299, -15.000000, -30.000000, 0.003225, 0.000032, -10.000000, 0.353875
675, 6.75, 1.000000, 0.100000, 1.000000, 0.000000, 0.000000, 0.003213, 0.000032, 0.321312, -0.000430, 0.352603, -0.011963, 0.100000, 0.004307, 1.000000, 0.349066, 0.033179, 0.000000, -0.000430, 0.321312, -0.011963, -15.000000, 0.033179, -15.000000, -30.000000, 0.003213, 0.000032, -10.000000, 0.352603
676, 6.76, 1.000000, 0.100000, 1.000000, 0.000000, 0.000000, 0.003202, 0.000032, 0.320157, -0.000428, 0.351335, -0.011920, 0.100000, 0.004292, 1.000000, 0.349066, 0.033060, 0.000000, -0.000428, 0.320157, -0.011920, -15.000000, 0.033060, -15.000000, -30.000000, 0.003202, 0.000032, -10.000000, 0.351335
677, 6.77, 1.000000, 0.100000, 1.000000, 0.000000, 0.000000, 0.003190, 0.000032, 0.319006, -0.000427, 0.350072, -0.011877, 0.100000, 0.004277, 1.000000, 0.349066, 0.032941, 0.000000, -0.000427, 0.319006, -0.011877, -15.000000, 0.032941, -15.000000, -30.000000, 0.003190, 0.000032, -10.000000, 0.350072
678, 6.78, 1.000000, 0.100000, 1.000000, 0.000000, 0.000000, 0.003179, 0.000032, 0.317859, -0.000425, 0.348813, -0.011835, 0.100000, 0.004261, 1.000000, 0.349066, 0.032823, 0.000000, -0.000425, 0.317859, -0.011835, -15.000000, 0.032823, -15.000000, -30.000000, 0.003179, 0.000032, -10.000000, 0.348813
679, 6.79, 1.000000, 0.100000, 1.000000, 0.000000, 0.000000, 0.003167, 0.000032, 0.316716, -0.000424, 0.347559, -0.011792, 0.100000, 0.004246, 1.000000, 0.349066, 0.032705, 0.000000, -0.000424, 0.316716, -0.011792, -15.000000, 0.032705, -15.000000, -30.000000, 0.003167, 0.000032, -10.000000, 0.347559
680, 6.8, 1.000000, 0.100000, 1.000000, 0.000000, 0.000000, 0.003156, 0.000032, 0.315577, -0.000422, 0.346309, -0.011750, 0.100000, 0.004231, 1.000000, 0.349066, 0.032587, 0.000000, -0.000422, 0.315577, -0.011750, -15.000000, 0.032587, -15.000000, -30.000000, 0.003156, 0.000032, -10.000000, 0.346309
681, 6.81, 1.000000, 0.100000, 1.000000, 0.000000, 0.000000, 0.003144, 0.000031, 0.314443, -0.000421, 0.345064, -0.011708, 0.100000, 0.004216, 1.000000, 0.349066, 0.032470, 0.000000, -0.000421, 0.314443, -0.011708, -15.000000, 0.032470, -15.000000, -30.000000, 0.003144, 0.000031, -10.000000, 0.345064
682, 6.82, 1.000000, 0.100000, 1.000000, 0.000000, 0.000000, 0.003133, 0.000031, 0.313312, -0.000419, 0.343823, -0.011666, 0.100000, 0.004201, 1.000000, 0.349066, 0.032354, 0.000000, -0.000419, 0.313312, -0.011666, -15.000000, 0.032354, -15.000000, -30.000000, 0.003133, 0.000031, -10.000000, 0.343823
683, 6.83, 1.000000, 0.100000, 1.000000, 0.000000, 0.000000, 0.003122, 0.000031, 0.312186, -0.000418, 0.342587, -0.011624, 0.100000, 0.004186, 1.000000, 0.349066, 0.032237, 0.000000, -0.000418, 0.312186, -0.011624, -15.000000, 0.032237, -15.000000, -30.000000, 0.003122, 0.000031, -10.000000, 0.342587
684, 6.84, 1.000000, 0.100000, 1.000000, 0.000000, 0.000000, 0.003111, 0.000031, 0.311063, -0.000416, 0.341355, -0.011582, 0.100000, 0.004171, 1.000000, 0.349066, 0.032122, 0.000000, -0.000416, 0.311063, -0.011582, -15.000000, 0.032122, -15.000000, -30.000000, 0.003111, 0.000031, -10.000000, 0.341355
685, 6.85, 1.000000, 0.100000, 1.000000, 0.000000, 0.000000, 0.003099, 0.000031, 0.309945, -0.000415, 0.340128, -0.011541, 0.100000, 0.004156, 1.000000, 0.349066, 0.032006, 0.000000, -0.000415, 0.309945, -0.011541, -15.000000, 0.032006, -15.000000, -30.000000, 0.003099, 0.000031, -10.000000, 0.340128
686, 6.86, 1.000000, 0.100000, 1.000000, 0.000000, 0.000000, 0.003088, 0.000031, 0.308830, -0.000413, 0.338905, -0.011499, 0.100000, 0.004141, 1.000000, 0.349066, 0.031891, 0.000000, -0.000413, 0.308830, -0.011499, -15.000000, 0.031891, -15.000000, -30.000000, 0.003088, 0.000031, -10.000000, 0.338905
687, 6.87, 1.000000, 0.100000, 1.000000, 0.000000, 0.000000, 0.003077, 0.000031, 0.307720, -0.000412, 0.337687, -0.011458, 0.100000, 0.004126, 1.000000, 0.349066, 0.031777, 0.000000, -0.000412, 0.307720, -0.011458, -15.000000, 0.031777, -15.000000, -30.000000, 0.003077, 0.000031, -10.000000, 0.337687
688, 6.88, 1.000000, 0.100000, 1.000000, 0.000000, 0.000000, 0.003066, 0.000031, 0.306613, -0.000411, 0.336473, -0.011417, 0.100000, 0.004112, 1.000000, 0.349066, 0.031662, 0.000000, -0.000411, 0.306613, -0.011417, -15.000000, 0.031662, -15.000000, -30.000000, 0.003066, 0.000031, -10.000000, 0.336473
689, 6.89, 1.000000, 0.100000, 1.000000, 0.000000, 0.000000, 0.003055, 0.000031, 0.305511, -0.000409, 0.335263, -0.011376, 0.100000, 0.004097, 1.000000, 0.349066, 0.031549, 0.000000, -0.000409, 0.305511, -0.011376, -15.000000, 0.031549, -15.000000, -30.000000, 0.003055, 0.000031, -10.000000, 0.335263
690, 6.9, 1.000000, 0.100000, 1.000000, 0.000000, 0.000000, 0.003044, 0.000030, 0.304412, -0.000408, 0.334057, -0.011335, 0.100000, 0.004082, 1.000000, 0.349066, 0.031435, 0.000000, -0.000408, 0.304412, -0.011335, -15.000000, 0.031435, -15.000000, -30.000000, 0.003044, 0.000030, -10.000000, 0.334057
691, 6.91, 1.000000, 0.100000, 1.000000, 0.000000, 0.000000, 0.003033, 0.000030, 0.303318, -0.000406, 0.332856, -0.011295, 0.100000, 0.004068, 1.000000, 0.349066, 0.031322, 0.000000, -0.000406, 0.303318, -0.011295, -15.000000, 0.031322, -15.000000, -30.000000, 0.003033, 0.000030, -10.000000, 0.332856
692, 6.92, 1.000000, 0.100000, 1.000000, 0.000000, 0.000000, 0.003022, 0.000030, 0.302227, -0.000405, 0.331659, -0.011254, 0.100000, 0.004053, 1.000000, 0.349066, 0.031210, 0.000000, -0.000405, 0.302227, -0.011254, -15.000000, 0.031210, -15.000000, -30.000000, 0.003022, 0.000030, -10.000000, 0.331659
693, 6.93, 1.000000, 0.100000, 1.000000, 0.000000, 0.000000, 0.003011, 0.000030, 0.301141, -0.000403, 0.330467, -0.011214, 0.100000, 0.004039, 1.000000, 0.349066, 0.031098, 0.000000, -0.000403, 0.301141, -0.011214, -15.000000, 0.031098, -15.000000, -30.000000, 0.003011, 0.000030, -10.000000, 0.330467
694, 6.94, 1.000000, 0.100000, 1.000000, 0.000000, 0.000000, 0.003001, 0.000030, 0.300058, -0.000402, 0.329279, -0.011173, 0.100000, 0.004024, 1.000000, 0.349066, 0.030986, 0.000000, -0.000402, 0.300058, -0.011173, -15.000000, 0.030986, -15.000000, -30.000000, 0.003001, 0.000030, -10.000000, 0.329279
695, 6.95, 1.000000, 0.100000, 1.000000, 0.000000, 0.000000, 0.002990, 0.000030, 0.298979, -0.000400, 0.328095, -0.011133, 0.100000, 0.004010, 1.000000, 0.349066, 0.030875, 0.000000, -0.000400, 0.298979, -0.011133, -15.000000, 0.030875, -15.000000, -30.000000, 0.002990, 0.000030, -10.000000, 0.328095
696, 6.96, 1.000000, 0.100000, 1.000000, 0.000000, 0.000000, 0.002979, 0.000030, 0.297904, -0.000399, 0.326915, -0.011093, 0.100000, 0.003995, 1.000000, 0.349066, 0.030764, 0.000000, -0.000399, 0.297904, -0.011093, -15.000000, 0.030764, -15.000000, -30.000000, 0.002979, 0.000030, -10.000000, 0.326915
697, 6.97, 1.000000, 0.100000, 1.000000, 0.000000, 0.000000, 0.002968, 0.000030, 0.296833, -0.000398, 0.325740, -0.011054, 0.100000, 0.003981, 1.000000, 0.349066, 0.030653, 0.000000, -0.000398, 0.296833, -0.011054, -15.000000, 0.030653, -15.000000, -30.000000, 0.002968, 0.000030, -10.000000, 0.325740
698, 6.98, 1.000000, 0.100000, 1.000000, 0.000000, 0.000000, 0.002958, 0.000030, 0.295766, -0.000396, 0.324569, -0.011014, 0.100000, 0.003967, 1.000000, 0.349066, 0.030543, 0.000000, -0.000396, 0.295766, -0.011014, -15.000000, 0.030543, -15.000000, -30.000000, 0.002958, 0.000030, -10.000000, 0.324569
699, 6.99, 1.000000, 0.100000, 1.000000, 0.000000, 0.000000, 0.002947, 0.000029, 0.294702, -0.000395, 0.323402, -0.010974, 0.100000, 0.003953, 1.000000, 0.349066, 0.030433, 0.000000, -0.000395, 0.294702, -0.010974, -15.000000, 0.030433, -15.000000, -30.000000, 0.002947, 0.000029, -10.000000, 0.323402
700, 7, 1.000000, 0.100000, 1.000000, 0.000000, 0.000000, 0.002936, 0.000029, 0.293643, -0.000393, 0.322239, -0.010935, 0.100000, 0.003939, 1.000000, 0.349066, 0.030324, 0.000000, -0.000393, 0.293643, -0.010935, -15.000000, 0.030324, -15.000000, -30.000000, 0.002936, 0.000029, -10.000000, 0.322239
701, 7.01, 1.000000, 0.100000, 1.000000, 0.000000, 0.000000, 0.002926, 0.000029, 0.292587, -0.000392, 0.321080, -0.010896, 0.100000, 0.003924, 1.000000, 0.349066, 0.030215, 0.000000, -0.000392, 0.292587, -0.010896, -15.000000, 0.030215, -15.000000, -30.000000, 0.002926, 0.000029, -10.000000, 0.321080
702, 7.02, 1.000000, 0.100000, 1.000000, 0.000000, 0.000000, 0.002915, 0.000029, 0.291535, -0.000391, 0.319926, -0.010857, 0.100000, 0.003910, 1.000000, 0.349066, 0.030106, 0.000000, -0.000391, 0.291535, -0.010857, -15.000000, 0.030106, -15.000000, -30.000000, 0.002915, 0.000029, -10.000000, 0.319926
703, 7.03, 1.000000, 0.100000, 1.000000, 0.000000, 0.000000, 0.002905, 0.000029, 0.290487, -0.000389, 0.318776, -0.010818, 0.100000, 0.003896, 1.000000, 0.349066, 0.029998, 0.000000, -0.000389, 0.290487, -0.010818, -15.000000, 0.029998, -15.000000, -30.000000, 0.002905, 0.000029, -10.000000, 0.318776
704, 7.04, 1.000000, 0.100000, 1.000000, 0.000000, 0.000000, 0.002894, 0.000029, 0.289442, -0.000388, 0.317629, -0.010779, 0.100000, 0.003882, 1.000000, 0.349066, 0.029890, 0.000000, -0.000388, 0.289442, -0.010779, -15.000000, 0.029890, -15.000000, -30.000000, 0.002894, 0.000029, -10.000000, 0.317629
705, 7.05, 1.000000, 0.100000, 1.000000, 0.000000, 0.000000, 0.002884, 0.000029, 0.288402, -0.000386, 0.316487, -0.010740, 0.100000, 0.003869, 1.000000, 0.349066, 0.029783, 0.000000, -0.000386, 0.288402, -0.010740, -15.000000, 0.029783, -15.000000, -30.000000, 0.002884, 0.000029, -10.000000, 0.316487
706, 7.06, 1.000000, 0.100000, 1.000000, 0.000000, 0.000000, 0.002874, 0.000029, 0.287365, -0.000385, 0.315350, -0.010702, 0.100000, 0.003855, 1.000000, 0.349066, 0.029676, 0.000000, -0.000385, 0.287365, -0.010702, -15.000000, 0.029676, -15.000000, -30.000000, 0.002874, 0.000029, -10.000000, 0.315350
707, 7.07, 1.000000, 0.100000, 1.000000, 0.000000, 0.000000, 0.002863, 0.000029, 0.286331, -0.000384, 0.314216, -0.010663, 0.100000, 0.003841, 1.000000, 0.349066, 0.029569, 0.000000, -0.000384, 0.286331, -0.010663, -15.000000, 0.029569, -15.000000, -30.000000, 0.002863, 0.000029, -10.000000, 0.314216
708, 7.08, 1.000000, 0.100000, 1.000000, 0.000000, 0.000000, 0.002853, 0.000029, 0.285302, -0.000382, 0.313086, -0.010625, 0.100000, 0.003827, 1.000000, 0.349066, 0.029463, 0.000000, -0.000382, 0.285302, -0.010625, -15.000000, 0.029463, -15.000000, -30.000000, 0.002853, 0.000029, -10.000000, 0.313086
709, 7.09, 1.000000, 0.100000, 1.000000, 0.000000, 0.000000, 0.002843, 0.000028, 0.284276, -0.000381, 0.311960, -0.010587, 0.100000, 0.003814, 1.000000, 0.349066, 0.029357, 0.000000, -0.000381, 0.284276, -0.010587, -15.000000, 0.029357, -15.000000, -30.000000, 0.002843, 0.000028, -10.000000, 0.311960
710, 7.1, 1.000000, 0.100000, 1.000000, 0.000000, 0.000000, 0.002833, 0.000028, 0.283254, -0.000380, 0.310839, -0.010549, 0.100000, 0.003800, 1.000000, 0.349066, 0.029252, 0.000000, -0.000380, 0.283254, -0.010549, -15.000000, 0.029252, -15.000000, -30.000000, 0.002833, 0.000028, -10.000000, 0.310839
711, 7.11, 1.000000, 0.100000, 1.000000, 0.000000, 0.000000, 0.002822, 0.000028, 0.282236, -0.000378, 0.309721, -0.010511, 0.100000, 0.003786, 1.000000, 0.349066, 0.029147, 0.000000, -0.000378, 0.282236, -0.010511, -15.000000, 0.029147, -15.000000, -30.000000, 0.002822, 0.000028, -10.000000, 0.309721
712, 7.12, 1.000000, 0.100000, 1.000000, 0.000000, 0.000000, 0.002812, 0.000028, 0.281221, -0.000377, 0.308607, -0.010473, 0.100000, 0.003773, 1.000000, 0.349066, 0.029042, 0.000000, -0.000377, 0.281221, -0.010473, -15.000000, 0.029042, -15.000000, -30.000000, 0.002812, 0.000028, -10.000000, 0.308607
713, 7.13, 1.000000, 0.100000, 1.000000, 0.000000, 0.000000, 0.002802, 0.000028, 0.280210, -0.000375, 0.307498, -0.010436, 0.100000, 0.003759, 1.000000, 0.349066, 0.028938, 0.000000, -0.000375, 0.280210, -0.010436, -15.000000, 0.028938, -15.000000, -30.000000, 0.002802, 0.000028, -10.000000, 0.307498
714, 7.14, 1.000000, 0.100000, 1.000000, 0.000000, 0.000000, 0.002792, 0.000028, 0.279202, -0.000374, 0.306392, -0.010398, 0.100000, 0.003746, 1.000000, 0.349066, 0.028834, 0.000000, -0.000374, 0.279202, -0.010398, -15.000000, 0.028834, -15.000000, -30.000000, 0.002792, 0.000028, -10.000000, 0.306392
715, 7.15, 1.000000, 0.100000, 1.000000, 0.000000, 0.000000, 0.002782, 0.000028, 0.278198, -0.000373, 0.305291, -0.010361, 0.100000, 0.003732, 1.000000, 0.349066, 0.028730, 0.000000, -0.000373, 0.278198, -0.010361, -15.000000, 0.028730, -15.000000, -30.000000, 0.002782, 0.000028, -10.000000, 0.305291
716, 7.16, 1.000000, 0.100000, 1.000000, 0.000000, 0.000000, 0.002772, 0.000028, 0.277198, -0.000371, 0.304193, -0.010324, 0.100000, 0.003719, 1.000000, 0.349066, 0.028627, 0.000000, -0.000371, 0.277198, -0.010324, -15.000000, 0.028627, -15.000000, -30.000000, 0.002772, 0.000028, -10.000000, 0.304193
717, 7.17, 1.000000, 0.100000, 1.000000, 0.000000, 0.000000, 0.002762, 0.000028, 0.276201, -0.000370, 0.303099, -0.010287, 0.100000, 0.003706, 1.000000, 0.349066, 0.028524, 0.000000, -0.000370, 0.276201, -0.010287, -15.000000, 0.028524, -15.000000, -30.000000, 0.002762, 0.000028, -10.000000, 0.303099
718, 7.18, 1.000000, 0.100000, 1.000000, 0.000000, 0.000000, 0.002752, 0.000028, 0.275208, -0.000369, 0.302010, -0.010250, 0.100000, 0.003692, 1.000000, 0.349066, 0.028421, 0.000000, -0.000369, 0.275208, -0.010250, -15.000000, 0.028421, -15.000000, -30.000000, 0.002752, 0.000028, -10.000000, 0.302010
719, 7.19, 1.000000, 0.100000, 1.000000, 0.000000, 0.000000, 0.002742, 0.000027, 0.274219, -0.000367, 0.300924, -0.010213, 0.100000, 0.003679, 1.000000, 0.349066, 0.028319, 0.000000, -0.000367, 0.274219, -0.010213, -15.000000, 0.028319, -15.000000, -30.000000, 0.002742, 0.000027, -10.000000, 0.300924
720, 7.2, 1.000000, 0.100000, 1.000000, 0.000000, 0.000000, 0.002732, 0.000027, 0.273233, -0.000366, 0.299842, -0.010176, 0.100000, 0.003666, 1.000000, 0.349066, 0.028218, 0.000000, -0.000366, 0.273233, -0.010176, -15.000000, 0.028218, -15.000000, -30.000000, 0.002732, 0.000027, -10.000000, 0.299842
721, 7.21, 1.000000, 0.100000, 1.000000, 0.000000, 0.000000, 0.002723, 0.000027, 0.272251, -0.000365, 0.298764, -0.010140, 0.100000, 0.003653, 1.000000, 0.349066, 0.028116, 0.000000, -0.000365, 0.272251, -0.010140, -15.000000, 0.028116, -15.000000, -30.000000, 0.002723, 0.000027, -10.000000, 0.298764
722, 7.22, 1.000000, 0.100000, 1.000000, 0.000000, 0.000000, 0.002713, 0.000027, 0.271272, -0.000364, 0.297690, -0.010103, 0.100000, 0.003640, 1.000000, 0.349066, 0.028015, 0.000000, -0.000364, 0.271272, -0.010103, -15.000000, 0.028015, -15.000000, -30.000000, 0.002713, 0.000027, -10.000000, 0.297690
723, 7.23, 1.000000, 0.100000, 1.000000, 0.000000, 0.000000, 0.002703, 0.000027, 0.270296, -0.000362, 0.296619, -0.010067, 0.100000, 0.003627, 1.000000, 0.349066, 0.027914, 0.000000, -0.000362, 0.270296, -0.010067, -15.000000, 0.027914, -15.000000, -30.000000, 0.002703, 0.000027, -10.000000, 0.296619
724, 7.24, 1.000000, 0.100000, 1.000000, 0.000000, 0.000000, 0.002693, 0.000027, 0.269324, -0.000361, 0.295553, -0.010031, 0.100000, 0.003614, 1.000000, 0.349066, 0.027814, 0.000000, -0.000361, 0.269324, -0.010031, -15.000000, 0.027814, -15.000000, -30.000000, 0.002693, 0.000027, -10.000000, 0.295553
725, 7.25, 1.000000, 0.100000, 1.000000, 0.000000, 0.000000, 0.002684, 0.000027, 0.268356, -0.000360, 0.294490, -0.009995, 0.100000, 0.003601, 1.000000, 0.349066, 0.027714, 0.000000, -0.000360, 0.268356, -0.009995, -15.000000, 0.027714, -15.000000, -30.000000, 0.002684, 0.000027, -10.000000, 0.294490
726, 7.26, 1.000000, 0.100000, 1.000000, 0.000000, 0.000000, 0.002674, 0.000027, 0.267391, -0.000358, 0.293431, -0.009959, 0.100000, 0.003588, 1.000000, 0.349066, 0.027615, 0.000000, -0.000358, 0.267391, -0.009959, -15.000000, 0.027615, -15.000000, -30.000000, 0.002674, 0.000027, -10.000000, 0.293431
727, 7.27, 1.000000, 0.100000, 1.000000, 0.000000, 0.000000, 0.002664, 0.000027, 0.266430, -0.000357, 0.292376, -0.009923, 0.100000, 0.003575, 1.000000, 0.349066, 0.027515, 0.000000, -0.000357, 0.266430, -0.009923, -15.000000, 0.027515, -15.000000, -30.000000, 0.002664, 0.000027, -10.000000, 0.292376
728, 7.28, 1.000000, 0.100000, 1.000000, 0.000000, 0.000000, 0.002655, 0.000027, 0.265472, -0.000356, 0.291325, -0.009888, 0.100000, 0.003562, 1.000000, 0.349066, 0.027416, 0.000000, -0.000356, 0.265472, -0.009888, -15.000000, 0.027416, -15.000000, -30.000000, 0.002655, 0.000027, -10.000000, 0.291325
729, 7.29, 1.000000, 0.100000, 1.000000, 0.000000, 0.000000, 0.002645, 0.000026, 0.264517, -0.000355, 0.290278, -0.009852, 0.100000, 0.003550, 1.000000, 0.349066, 0.027318, 0.000000, -0.000355, 0.264517, -0.009852, -15.000000, 0.027318, -15.000000, -30.000000, 0.002645, 0.000026, -10.000000, 0.290278
730, 7.3, 1.000000, 0.100000, 1.000000, 0.000000, 0.000000, 0.002636, 0.000026, 0.263566, -0.000353, 0.289234, -0.009817, 0.100000, 0.003537, 1.000000, 0.349066, 0.027220, 0.000000, -0.000353, 0.263566, -0.009817, -15.000000, 0.027220, -15.000000, -30.000000, 0.002636, 0.000026, -10.000000, 0.289234
731, 7.31, 1.000000, 0.100000, 1.000000, 0.000000, 0.000000, 0.002626, 0.000026, 0.262619, -0.000352, 0.288194, -0.009781, 0.100000, 0.003524, 1.000000, 0.349066, 0.027122, 0.000000, -0.000352, 0.262619, -0.009781, -15.000000, 0.027122, -15.000000, -30.000000, 0.002626, 0.000026, -10.000000, 0.288194
732, 7.32, 1.000000, 0.100000, 1.000000, 0.000000, 0.000000, 0.002617, 0.000026, 0.261675, -0.000351, 0.287158, -0.009746, 0.100000, 0.003512, 1.000000, 0.349066, 0.027025, 0.000000, -0.000351, 0.261675, -0.009746, -15.000000, 0.027025, -15.000000, -30.000000, 0.002617, 0.000026, -10.000000, 0.287158
