iterations, time, cart::mass[REAL], cart::mass_pendulum[REAL], cart::length_pendulum[REAL], cart::initial_velocity[REAL], cart::initial_position[REAL], cart::velocity[REAL], cart::position[REAL], cart::acceleration[REAL], cart::force_pendulum[REAL], cart::force[REAL], pendulum::angular_velocity[REAL], pendulum::mass[REAL], pendulum::acceleration[REAL], pendulum::length[REAL], pendulum::initial_angle[REAL], pendulum::angle[REAL], pendulum::initial_angular_velocity[REAL], pendulum::force[REAL], pendulum::cart_acceleration[REAL], regulator::angular_velocity[REAL], regulator::k1[REAL], regulator::angle[REAL], regulator::k2[REAL], regulator::k3[REAL], regulator::velocity[REAL], regulator::position[REAL], regulator::k4[REAL], regulator::force[REAL]
2758, 27.58, 1.000000, 0.100000, 1.000000, 0.000000, 0.000000, 0.000002, 0.000000, 0.000177, -0.000000, 0.000195, -0.000007, 0.100000, 0.000002, 1.000000, 0.349066, 0.000018, 0.000000, -0.000000, 0.000177, -0.000007, -15.000000, 0.000018, -15.000000, -30.000000, 0.000002, 0.000000, -10.000000, 0.000195
2759, 27.59, 1.000000, 0.100000, 1.000000, 0.000000, 0.000000, 0.000002, 0.000000, 0.000177, -0.000000, 0.000194, -0.000007, 0.100000, 0.000002, 1.000000, 0.349066, 0.000018, 0.000000, -0.000000, 0.000177, -0.000007, -15.000000, 0.000018, -15.000000, -30.000000, 0.000002, 0.000000, -10.000000, 0.000194
2760, 27.6, 1.000000, 0.100000, 1.000000, 0.000000, 0.000000, 0.000002, 0.000000, 0.000176, -0.000000, 0.000193, -0.000007, 0.100000, 0.000002, 1.000000, 0.349066, 0.000018, 0.000000, -0.000000, 0.000176, -0.000007, -15.000000, 0.000018, -15.000000, -30.000000, 0.000002, 0.000000, -10.000000, 0.000193
2761, 27.61, 1.000000, 0.100000, 1.000000, 0.000000, 0.000000, 0.000002, 0.000000, 0.000175, -0.000000, 0.000192, -0.000007, 0.100000, 0.000002, 1.000000, 0.349066, 0.000018, 0.000000, -0.000000, 0.000175, -0.000007, -15.000000, 0.000018, -15.000000, -30.000000, 0.000002, 0.000000, -10.000000, 0.000192
2762, 27.62, 1.000000, 0.100000, 1.000000, 0.000000, 0.000000, 0.000002, 0.000000, 0.000175, -0.000000, 0.000192, -0.000007, 0.100000, 0.000002, 1.000000, 0.349066, 0.000018, 0.000000, -0.000000, 0.000175, -0.000007, -15.000000, 0.000018, -15.000000, -30.000000, 0.000002, 0.000000, -10.000000, 0.000192
2763, 27.63, 1.000000, 0.100000, 1.000000, 0.000000, 0.000000, 0.000002, 0.000000, 0.000174, -0.000000, 0.000191, -0.000006, 0.100000, 0.000002, 1.000000, 0.349066, 0.000018, 0.000000, -0.000000, 0.000174, -0.000006, -15.000000, 0.000018, -15.000000, -30.000000, 0.000002, 0.000000, -10.000000, 0.000191
2764, 27.64, 1.000000, 0.100000, 1.000000, 0.000000, 0.000000, 0.000002, 0.000000, 0.000174, -0.000000, 0.000190, -0.000006, 0.100000, 0.000002, 1.000000, 0.349066, 0.000018, 0.000000, -0.000000, 0.000174, -0.000006, -15.000000, 0.000018, -15.000000, -30.000000, 0.000002, 0.000000, -10.000000, 0.000190
2765, 27.65, 1.000000, 0.100000, 1.000000, 0.000000, 0.000000, 0.000002, 0.000000, 0.000173, -0.000000, 0.000190, -0.000006, 0.100000, 0.000002, 1.000000, 0.349066, 0.000018, 0.000000, -0.000000, 0.000173, -0.000006, -15.000000, 0.000018, -15.000000, -30.000000, 0.000002, 0.000000, -10.000000, 0.000190
2766, 27.66, 1.000000, 0.100000, 1.000000, 0.000000, 0.000000, 0.000002, 0.000000, 0.000172, -0.000000, 0.000189, -0.000006, 0.100000, 0.000002, 1.000000, 0.349066, 0.000018, 0.000000, -0.000000, 0.000172, -0.000006, -15.000000, 0.000018, -15.000000, -30.000000, 0.000002, 0.000000, -10.000000, 0.000189
2767, 27.67, 1.000000, 0.100000, 1.000000, 0.000000, 0.000000, 0.000002, 0.000000, 0.000172, -0.000000, 0.000188, -0.000006, 0.100000, 0.000002, 1.000000, 0.349066, 0.000018, 0.000000, -0.000000, 0.000172, -0.000006, -15.000000, 0.000018, -15.000000, -30.000000, 0.000002, 0.000000, -10.000000, 0.000188
2768, 27.68, 1.000000, 0.100000, 1.000000, 0.000000, 0.000000, 0.000002, 0.000000, 0.000171, -0.000000, 0.000188, -0.000006, 0.100000, 0.000002, 1.000000, 0.349066, 0.000018, 0.000000, -0.000000, 0.000171, -0.000006, -15.000000, 0.000018, -15.000000, -30.000000, 0.000002, 0.000000, -10.000000, 0.000188
2769, 27.69, 1.000000, 0.100000, 1.000000, 0.000000, 0.000000, 0.000002, 0.000000, 0.000170, -0.000000, 0.000187, -0.000006, 0.100000, 0.000002, 1.000000, 0.349066, 0.000018, 0.000000, -0.000000, 0.000170, -0.000006, -15.000000, 0.000018, -15.000000, -30.000000, 0.000002, 0.000000, -10.000000, 0.000187
2770, 27.7, 1.000000, 0.100000, 1.000000, 0.000000, 0.000000, 0.000002, 0.000000, 0.000170, -0.000000, 0.000186, -0.000006, 0.100000, 0.000002, 1.000000, 0.349066, 0.000018, 0.000000, -0.000000, 0.000170, -0.000006, -15.000000, 0.000018, -15.000000, -30.000000, 0.000002, 0.000000, -10.000000, 0.000186
2771, 27.71, 1.000000, 0.100000, 1.000000, 0.000000, 0.000000, 0.000002, 0.000000, 0.000169, -0.000000, 0.000186, -0.000006, 0.100000, 0.000002, 1.000000, 0.349066, 0.000017, 0.000000, -0.000000, 0.000169, -0.000006, -15.000000, 0.000017, -15.000000, -30.000000, 0.000002, 0.000000, -10.000000, 0.000186
2772, 27.72, 1.000000, 0.100000, 1.000000, 0.000000, 0.000000, 0.000002, 0.000000, 0.000169, -0.000000, 0.000185, -0.000006, 0.100000, 0.000002, 1.000000, 0.349066, 0.000017, 0.000000, -0.000000, 0.000169, -0.000006, -15.000000, 0.000017, -15.000000, -30.000000, 0.000002, 0.000000, -10.000000, 0.000185
2773, 27.73, 1.000000, 0.100000, 1.000000, 0.000000, 0.000000, 0.000002, 0.000000, 0.000168, -0.000000, 0.000184, -0.000006, 0.100000, 0.000002, 1.000000, 0.349066, 0.000017, 0.000000, -0.000000, 0.000168, -0.000006, -15.000000, 0.000017, -15.000000, -30.000000, 0.000002, 0.000000, -10.000000, 0.000184
2774, 27.74, 1.000000, 0.100000, 1.000000, 0.000000, 0.000000, 0.000002, 0.000000, 0.000167, -0.000000, 0.000184, -0.000006, 0.100000, 0.000002, 1.000000, 0.349066, 0.000017, 0.000000, -0.000000, 0.000167, -0.000006, -15.000000, 0.000017, -15.000000, -30.000000, 0.000002, 0.000000, -10.000000, 0.000184
2775, 27.75, 1.000000, 0.100000, 1.000000, 0.000000, 0.000000, 0.000002, 0.000000, 0.000167, -0.000000, 0.000183, -0.000006, 0.100000, 0.000002, 1.000000, 0.349066, 0.000017, 0.000000, -0.000000, 0.000167, -0.000006, -15.000000, 0.000017, -15.000000, -30.000000, 0.000002, 0.000000, -10.000000, 0.000183
2776, 27.76, 1.000000, 0.100000, 1.000000, 0.000000, 0.000000, 0.000002, 0.000000, 0.000166, -0.000000, 0.000182, -0.000006, 0.100000, 0.000002, 1.000000, 0.349066, 0.000017, 0.000000, -0.000000, 0.000166, -0.000006, -15.000000, 0.000017, -15.000000, -30.000000, 0.000002, 0.000000, -10.000000, 0.000182
2777, 27.77, 1.000000, 0.100000, 1.000000, 0.000000, 0.000000, 0.000002, 0.000000, 0.000166, -0.000000, 0.000182, -0.000006, 0.100000, 0.000002, 1.000000, 0.349066, 0.000017, 0.000000, -0.000000, 0.000166, -0.000006, -15.000000, 0.000017, -15.000000, -30.000000, 0.000002, 0.000000, -10.000000, 0.000182
2778, 27.78, 1.000000, 0.100000, 1.000000, 0.000000, 0.000000, 0.000002, 0.000000, 0.000165, -0.000000, 0.000181, -0.000006, 0.100000, 0.000002, 1.000000, 0.349066, 0.000017, 0.000000, -0.000000, 0.000165, -0.000006, -15.000000, 0.000017, -15.000000, -30.000000, 0.000002, 0.000000, -10.000000, 0.000181
2779, 27.79, 1.000000, 0.100000, 1.000000, 0.000000, 0.000000, 0.000002, 0.000000, 0.000164, -0.000000, 0.000180, -0.000006, 0.100000, 0.000002, 1.000000, 0.349066, 0.000017, 0.000000, -0.000000, 0.000164, -0.000006, -15.000000, 0.000017, -15.000000, -30.000000, 0.000002, 0.000000, -10.000000, 0.000180
2780, 27.8, 1.000000, 0.100000, 1.000000, 0.000000, 0.000000, 0.000002, 0.000000, 0.000164, -0.000000, 0.000180, -0.000006, 0.100000, 0.000002, 1.000000, 0.349066, 0.000017, 0.000000, -0.000000, 0.000164, -0.000006, -15.000000, 0.000017, -15.000000, -30.000000, 0.000002, 0.000000, -10.000000, 0.000180
2781, 27.81, 1.000000, 0.100000, 1.000000, 0.000000, 0.000000, 0.000002, 0.000000, 0.000163, -0.000000, 0.000179, -0.000006, 0.100000, 0.000002, 1.000000, 0.349066, 0.000017, 0.000000, -0.000000, 0.000163, -0.000006, -15.000000, 0.000017, -15.000000, -30.000000, 0.000002, 0.000000, -10.000000, 0.000179
2782, 27.82, 1.000000, 0.100000, 1.000000, 0.000000, 0.000000, 0.000002, 0.000000, 0.000163, -0.000000, 0.000178, -0.000006, 0.100000, 0.000002, 1.000000, 0.349066, 0.000017, 0.000000, -0.000000, 0.000163, -0.000006, -15.000000, 0.000017, -15.000000, -30.000000, 0.000002, 0.000000, -10.000000, 0.000178
